Pincode,active,
515581,0,"515581,"
515591,0,"515591,"
515601,0,"515601,"
515611,0,"515611,"
515621,0,"515621,"
515631,0,"515631,"
515641,0,"515641,"
515651,0,"515651,"
515661,0,"515661,"
515671,0,"515671,"
515672,0,"515672,"
515701,0,"515701,"
515711,0,"515711,"
515721,0,"515721,"
515722,0,"515722,"
515731,0,"515731,"
515741,0,"515741,"
515751,0,"515751,"
515761,0,"515761,"
515763,0,"515763,"
515765,0,"515765,"
515766,0,"515766,"
515767,0,"515767,"
515774,0,"515774,"
515775,0,"515775,"
515787,0,"515787,"
515801,0,"515801,"
515803,0,"515803,"
515812,0,"515812,"
515822,0,"515822,"
515832,0,"515832,"
515842,0,"515842,"
515863,0,"515863,"
515865,0,"515865,"
515867,0,"515867,"
515870,0,"515870,"
515871,0,"515871,"
515872,0,"515872,"
516001,0,"516001,"
516002,0,"516002,"
516003,0,"516003,"
516004,0,"516004,"
516005,0,"516005,"
516101,0,"516101,"
516104,0,"516104,"
516105,0,"516105,"
516107,0,"516107,"
516108,0,"516108,"
516110,0,"516110,"
516115,0,"516115,"
516126,0,"516126,"
516127,0,"516127,"
516128,0,"516128,"
516129,0,"516129,"
516130,0,"516130,"
516150,0,"516150,"
516151,0,"516151,"
516152,0,"516152,"
516162,0,"516162,"
516163,0,"516163,"
516172,0,"516172,"
516173,0,"516173,"
516175,0,"516175,"
516193,0,"516193,"
516203,0,"516203,"
516213,0,"516213,"
516214,0,"516214,"
516215,0,"516215,"
516216,0,"516216,"
516217,0,"516217,"
516218,0,"516218,"
516227,0,"516227,"
516228,0,"516228,"
516233,0,"516233,"
516237,0,"516237,"
516247,0,"516247,"
516257,0,"516257,"
516259,0,"516259,"
516267,0,"516267,"
516268,0,"516268,"
516269,0,"516269,"
516270,0,"516270,"
516289,0,"516289,"
516293,0,"516293,"
516309,0,"516309,"
516310,0,"516310,"
516311,0,"516311,"
516312,0,"516312,"
516321,0,"516321,"
516329,0,"516329,"
516330,0,"516330,"
516339,0,"516339,"
516349,0,"516349,"
516350,0,"516350,"
516355,0,"516355,"
516356,0,"516356,"
516359,0,"516359,"
516360,0,"516360,"
516361,0,"516361,"
516362,0,"516362,"
516380,0,"516380,"
516390,0,"516390,"
516391,0,"516391,"
516396,0,"516396,"
516401,0,"516401,"
516411,0,"516411,"
516421,0,"516421,"
516431,0,"516431,"
516432,0,"516432,"
516433,0,"516433,"
516434,0,"516434,"
516439,0,"516439,"
516444,0,"516444,"
516454,0,"516454,"
516464,0,"516464,"
516474,0,"516474,"
516484,0,"516484,"
516501,0,"516501,"
516502,0,"516502,"
516503,0,"516503,"
516504,0,"516504,"
516505,0,"516505,"
517001,0,"517001,"
517002,0,"517002,"
517004,0,"517004,"
517101,0,"517101,"
517102,0,"517102,"
517112,0,"517112,"
517113,0,"517113,"
517123,0,"517123,"
517124,0,"517124,"
517125,0,"517125,"
517126,0,"517126,"
517127,0,"517127,"
517128,0,"517128,"
517129,0,"517129,"
517130,0,"517130,"
517131,0,"517131,"
517132,0,"517132,"
517152,0,"517152,"
517167,0,"517167,"
517172,0,"517172,"
517192,0,"517192,"
517193,0,"517193,"
517194,0,"517194,"
517213,0,"517213,"
517214,0,"517214,"
517234,0,"517234,"
517235,0,"517235,"
517236,0,"517236,"
517237,0,"517237,"
517247,0,"517247,"
517257,0,"517257,"
517277,0,"517277,"
517280,0,"517280,"
517291,0,"517291,"
517297,0,"517297,"
517299,0,"517299,"
517305,0,"517305,"
517319,0,"517319,"
517325,0,"517325,"
517326,0,"517326,"
517350,0,"517350,"
517351,0,"517351,"
517352,0,"517352,"
517370,0,"517370,"
517390,0,"517390,"
517391,0,"517391,"
517401,0,"517401,"
517403,0,"517403,"
517408,0,"517408,"
517414,0,"517414,"
517415,0,"517415,"
517416,0,"517416,"
517417,0,"517417,"
517418,0,"517418,"
517419,0,"517419,"
517421,0,"517421,"
517422,0,"517422,"
517423,0,"517423,"
517424,0,"517424,"
517425,0,"517425,"
517426,0,"517426,"
517429,0,"517429,"
517432,0,"517432,"
517501,0,"517501,"
517502,0,"517502,"
517503,0,"517503,"
517504,0,"517504,"
517505,0,"517505,"
517506,0,"517506,"
517507,0,"517507,"
517520,0,"517520,"
517526,0,"517526,"
517536,0,"517536,"
517541,0,"517541,"
517551,0,"517551,"
517561,0,"517561,"
517569,0,"517569,"
517571,0,"517571,"
517581,0,"517581,"
517582,0,"517582,"
517583,0,"517583,"
517584,0,"517584,"
517586,0,"517586,"
517587,0,"517587,"
517588,0,"517588,"
517589,0,"517589,"
517590,0,"517590,"
517591,0,"517591,"
517592,0,"517592,"
517599,0,"517599,"
517619,0,"517619,"
517620,0,"517620,"
517640,0,"517640,"
517641,0,"517641,"
517642,0,"517642,"
517643,0,"517643,"
517644,0,"517644,"
517645,0,"517645,"
517646,0,"517646,"
518001,0,"518001,"
518002,0,"518002,"
518003,0,"518003,"
518004,0,"518004,"
518005,0,"518005,"
518006,0,"518006,"
518007,0,"518007,"
518010,0,"518010,"
518101,0,"518101,"
518102,0,"518102,"
518112,0,"518112,"
518122,0,"518122,"
518123,0,"518123,"
518124,0,"518124,"
518134,0,"518134,"
518135,0,"518135,"
518145,0,"518145,"
518155,0,"518155,"
518165,0,"518165,"
518166,0,"518166,"
518176,0,"518176,"
518186,0,"518186,"
518196,0,"518196,"
518206,0,"518206,"
518216,0,"518216,"
518217,0,"518217,"
518218,0,"518218,"
518220,0,"518220,"
518221,0,"518221,"
518222,0,"518222,"
518225,0,"518225,"
518301,0,"518301,"
518302,0,"518302,"
518308,0,"518308,"
518313,0,"518313,"
518323,0,"518323,"
518333,0,"518333,"
518343,0,"518343,"
518344,0,"518344,"
518345,0,"518345,"
518346,0,"518346,"
518347,0,"518347,"
518348,0,"518348,"
518349,0,"518349,"
518350,0,"518350,"
518360,0,"518360,"
518380,0,"518380,"
518385,0,"518385,"
518390,0,"518390,"
518395,0,"518395,"
518396,0,"518396,"
518401,0,"518401,"
518405,0,"518405,"
518411,0,"518411,"
518412,0,"518412,"
518422,0,"518422,"
518432,0,"518432,"
518442,0,"518442,"
518452,0,"518452,"
518462,0,"518462,"
518463,0,"518463,"
518464,0,"518464,"
518465,0,"518465,"
518466,0,"518466,"
518467,0,"518467,"
518468,0,"518468,"
518501,0,"518501,"
518502,0,"518502,"
518508,0,"518508,"
518510,0,"518510,"
518511,0,"518511,"
518512,0,"518512,"
518513,0,"518513,"
518523,0,"518523,"
518533,0,"518533,"
518543,0,"518543,"
518553,0,"518553,"
518563,0,"518563,"
518573,0,"518573,"
518583,0,"518583,"
518593,0,"518593,"
518594,0,"518594,"
518598,0,"518598,"
518599,0,"518599,"
518674,0,"518674,"
520001,0,"520001,"
520002,0,"520002,"
520003,0,"520003,"
520004,0,"520004,"
520007,0,"520007,"
520008,0,"520008,"
520010,0,"520010,"
520011,0,"520011,"
520012,0,"520012,"
520013,0,"520013,"
520015,0,"520015,"
521001,0,"521001,"
521002,0,"521002,"
521003,0,"521003,"
521101,0,"521101,"
521102,0,"521102,"
521104,0,"521104,"
521105,0,"521105,"
521106,0,"521106,"
521107,0,"521107,"
521108,0,"521108,"
521109,0,"521109,"
521110,0,"521110,"
521111,0,"521111,"
521120,0,"521120,"
521121,0,"521121,"
521122,0,"521122,"
521125,0,"521125,"
521126,0,"521126,"
521130,0,"521130,"
521131,0,"521131,"
521132,0,"521132,"
521133,0,"521133,"
521134,0,"521134,"
521135,0,"521135,"
521136,0,"521136,"
521137,0,"521137,"
521138,0,"521138,"
521139,0,"521139,"
521148,0,"521148,"
521149,0,"521149,"
521150,0,"521150,"
521151,0,"521151,"
521153,0,"521153,"
521156,0,"521156,"
521157,0,"521157,"
521158,0,"521158,"
521162,0,"521162,"
521163,0,"521163,"
521164,0,"521164,"
521165,0,"521165,"
521170,0,"521170,"
521175,0,"521175,"
521178,0,"521178,"
521180,0,"521180,"
521181,0,"521181,"
521182,0,"521182,"
521183,0,"521183,"
521184,0,"521184,"
521185,0,"521185,"
521190,0,"521190,"
521201,0,"521201,"
521202,0,"521202,"
521207,0,"521207,"
521211,0,"521211,"
521212,0,"521212,"
521213,0,"521213,"
521214,0,"521214,"
521215,0,"521215,"
521225,0,"521225,"
521226,0,"521226,"
521227,0,"521227,"
521228,0,"521228,"
521229,0,"521229,"
521230,0,"521230,"
521231,0,"521231,"
521235,0,"521235,"
521241,0,"521241,"
521245,0,"521245,"
521246,0,"521246,"
521247,0,"521247,"
521250,0,"521250,"
521256,0,"521256,"
521260,0,"521260,"
521261,0,"521261,"
521263,0,"521263,"
521286,0,"521286,"
521301,0,"521301,"
521311,0,"521311,"
521312,0,"521312,"
521321,0,"521321,"
521322,0,"521322,"
521323,0,"521323,"
521324,0,"521324,"
521325,0,"521325,"
521326,0,"521326,"
521327,0,"521327,"
521328,0,"521328,"
521329,0,"521329,"
521330,0,"521330,"
521331,0,"521331,"
521332,0,"521332,"
521333,0,"521333,"
521340,0,"521340,"
521343,0,"521343,"
521344,0,"521344,"
521345,0,"521345,"
521356,0,"521356,"
521366,0,"521366,"
521369,0,"521369,"
521390,0,"521390,"
521401,0,"521401,"
521402,0,"521402,"
521403,0,"521403,"
521456,0,"521456,"
521457,0,"521457,"
522001,0,"522001,"
522002,0,"522002,"
522003,0,"522003,"
522004,0,"522004,"
522005,0,"522005,"
522006,0,"522006,"
522007,0,"522007,"
522009,0,"522009,"
522015,0,"522015,"
522016,0,"522016,"
522017,0,"522017,"
522018,0,"522018,"
522019,0,"522019,"
522020,0,"522020,"
522034,0,"522034,"
522101,0,"522101,"
522102,0,"522102,"
522111,0,"522111,"
522112,0,"522112,"
522113,0,"522113,"
522124,0,"522124,"
522201,0,"522201,"
522202,0,"522202,"
522211,0,"522211,"
522212,0,"522212,"
522213,0,"522213,"
522233,0,"522233,"
522234,0,"522234,"
522235,0,"522235,"
522236,0,"522236,"
522237,0,"522237,"
522238,0,"522238,"
522256,0,"522256,"
522257,0,"522257,"
522258,0,"522258,"
522259,0,"522259,"
522261,0,"522261,"
522262,0,"522262,"
522264,0,"522264,"
522265,0,"522265,"
522268,0,"522268,"
522301,0,"522301,"
522302,0,"522302,"
522303,0,"522303,"
522304,0,"522304,"
522305,0,"522305,"
522306,0,"522306,"
522307,0,"522307,"
522308,0,"522308,"
522309,0,"522309,"
522310,0,"522310,"
522311,0,"522311,"
522312,0,"522312,"
522313,0,"522313,"
522314,0,"522314,"
522315,0,"522315,"
522316,0,"522316,"
522317,0,"522317,"
522318,0,"522318,"
522324,0,"522324,"
522325,0,"522325,"
522329,0,"522329,"
522330,0,"522330,"
522341,0,"522341,"
522401,0,"522401,"
522402,0,"522402,"
522403,0,"522403,"
522408,0,"522408,"
522409,0,"522409,"
522410,0,"522410,"
522411,0,"522411,"
522412,0,"522412,"
522413,0,"522413,"
522414,0,"522414,"
522415,0,"522415,"
522421,0,"522421,"
522426,0,"522426,"
522435,0,"522435,"
522436,0,"522436,"
522437,0,"522437,"
522438,0,"522438,"
522439,0,"522439,"
522501,0,"522501,"
522502,0,"522502,"
522503,0,"522503,"
522508,0,"522508,"
522509,0,"522509,"
522510,0,"522510,"
522529,0,"522529,"
522549,0,"522549,"
522601,0,"522601,"
522603,0,"522603,"
522611,0,"522611,"
522612,0,"522612,"
522613,0,"522613,"
522614,0,"522614,"
522615,0,"522615,"
522616,0,"522616,"
522617,0,"522617,"
522619,0,"522619,"
522626,0,"522626,"
522646,0,"522646,"
522647,0,"522647,"
522649,0,"522649,"
522657,0,"522657,"
522658,0,"522658,"
522659,0,"522659,"
522660,0,"522660,"
522661,0,"522661,"
522663,0,"522663,"
523001,0,"523001,"
523002,0,"523002,"
523101,0,"523101,"
523104,0,"523104,"
523105,0,"523105,"
523108,0,"523108,"
523109,0,"523109,"
523110,0,"523110,"
523111,0,"523111,"
523112,0,"523112,"
523113,0,"523113,"
523114,0,"523114,"
523115,0,"523115,"
523116,0,"523116,"
523117,0,"523117,"
523135,0,"523135,"
523155,0,"523155,"
523156,0,"523156,"
523157,0,"523157,"
523165,0,"523165,"
523166,0,"523166,"
523167,0,"523167,"
523168,0,"523168,"
523169,0,"523169,"
523170,0,"523170,"
523171,0,"523171,"
523180,0,"523180,"
523181,0,"523181,"
523182,0,"523182,"
523183,0,"523183,"
523184,0,"523184,"
523185,0,"523185,"
523186,0,"523186,"
523187,0,"523187,"
523190,0,"523190,"
523201,0,"523201,"
523211,0,"523211,"
523212,0,"523212,"
523213,0,"523213,"
523214,0,"523214,"
523223,0,"523223,"
523224,0,"523224,"
523225,0,"523225,"
523226,0,"523226,"
523227,0,"523227,"
523228,0,"523228,"
523230,0,"523230,"
523240,0,"523240,"
523241,0,"523241,"
523245,0,"523245,"
523246,0,"523246,"
523247,0,"523247,"
523252,0,"523252,"
523253,0,"523253,"
523254,0,"523254,"
523260,0,"523260,"
523261,0,"523261,"
523262,0,"523262,"
523263,0,"523263,"
523264,0,"523264,"
523265,0,"523265,"
523270,0,"523270,"
523271,0,"523271,"
523272,0,"523272,"
523273,0,"523273,"
523274,0,"523274,"
523279,0,"523279,"
523280,0,"523280,"
523281,0,"523281,"
523286,0,"523286,"
523291,0,"523291,"
523292,0,"523292,"
523301,0,"523301,"
523302,0,"523302,"
523303,0,"523303,"
523304,0,"523304,"
523305,0,"523305,"
523315,0,"523315,"
523316,0,"523316,"
523320,0,"523320,"
523326,0,"523326,"
523327,0,"523327,"
523328,0,"523328,"
523329,0,"523329,"
523330,0,"523330,"
523331,0,"523331,"
523332,0,"523332,"
523333,0,"523333,"
523334,0,"523334,"
523335,0,"523335,"
523336,0,"523336,"
523346,0,"523346,"
523356,0,"523356,"
523357,0,"523357,"
523367,0,"523367,"
523368,0,"523368,"
523369,0,"523369,"
523370,0,"523370,"
523371,0,"523371,"
523372,0,"523372,"
523373,0,"523373,"
524001,0,"524001,"
524002,0,"524002,"
524003,0,"524003,"
524004,0,"524004,"
524005,0,"524005,"
524101,0,"524101,"
524121,0,"524121,"
524123,0,"524123,"
524124,0,"524124,"
524126,0,"524126,"
524127,0,"524127,"
524129,0,"524129,"
524131,0,"524131,"
524132,0,"524132,"
524134,0,"524134,"
524137,0,"524137,"
524142,0,"524142,"
524152,0,"524152,"
524201,0,"524201,"
524203,0,"524203,"
524221,0,"524221,"
524222,0,"524222,"
524223,0,"524223,"
524224,0,"524224,"
524225,0,"524225,"
524226,0,"524226,"
524227,0,"524227,"
524228,0,"524228,"
524230,0,"524230,"
524234,0,"524234,"
524236,0,"524236,"
524239,0,"524239,"
524240,0,"524240,"
524301,0,"524301,"
524302,0,"524302,"
524303,0,"524303,"
524304,0,"524304,"
524305,0,"524305,"
524306,0,"524306,"
524307,0,"524307,"
524308,0,"524308,"
524309,0,"524309,"
524310,0,"524310,"
524311,0,"524311,"
524312,0,"524312,"
524313,0,"524313,"
524314,0,"524314,"
524315,0,"524315,"
524316,0,"524316,"
524317,0,"524317,"
524318,0,"524318,"
524319,0,"524319,"
524320,0,"524320,"
524321,0,"524321,"
524322,0,"524322,"
524323,0,"524323,"
524341,0,"524341,"
524342,0,"524342,"
524343,0,"524343,"
524344,0,"524344,"
524345,0,"524345,"
524346,0,"524346,"
524347,0,"524347,"
524366,0,"524366,"
524401,0,"524401,"
524402,0,"524402,"
524403,0,"524403,"
524404,0,"524404,"
524405,0,"524405,"
524406,0,"524406,"
524407,0,"524407,"
524408,0,"524408,"
524409,0,"524409,"
524410,0,"524410,"
524411,0,"524411,"
524412,0,"524412,"
524413,0,"524413,"
524414,0,"524414,"
524415,0,"524415,"
524421,0,"524421,"
530001,0,"530001,"
530002,0,"530002,"
530003,0,"530003,"
530004,0,"530004,"
530005,0,"530005,"
530007,0,"530007,"
530008,0,"530008,"
530009,0,"530009,"
530011,0,"530011,"
530012,0,"530012,"
530013,0,"530013,"
530014,0,"530014,"
530015,0,"530015,"
530016,0,"530016,"
530017,0,"530017,"
530018,0,"530018,"
530020,0,"530020,"
530022,0,"530022,"
530024,0,"530024,"
530026,0,"530026,"
530027,0,"530027,"
530028,0,"530028,"
530029,0,"530029,"
530031,0,"530031,"
530032,0,"530032,"
530035,0,"530035,"
530040,0,"530040,"
530041,0,"530041,"
530043,0,"530043,"
530044,0,"530044,"
530045,0,"530045,"
530046,0,"530046,"
530047,0,"530047,"
530048,0,"530048,"
530049,0,"530049,"
530051,0,"530051,"
530052,0,"530052,"
530053,0,"530053,"
531001,0,"531001,"
531002,0,"531002,"
531011,0,"531011,"
531019,0,"531019,"
531020,0,"531020,"
531021,0,"531021,"
531022,0,"531022,"
531023,0,"531023,"
531024,0,"531024,"
531025,0,"531025,"
531026,0,"531026,"
531027,0,"531027,"
531028,0,"531028,"
531029,0,"531029,"
531030,0,"531030,"
531031,0,"531031,"
531032,0,"531032,"
531033,0,"531033,"
531034,0,"531034,"
531035,0,"531035,"
531036,0,"531036,"
531040,0,"531040,"
531055,0,"531055,"
531060,0,"531060,"
531061,0,"531061,"
531075,0,"531075,"
531077,0,"531077,"
531081,0,"531081,"
531082,0,"531082,"
531083,0,"531083,"
531084,0,"531084,"
531085,0,"531085,"
531087,0,"531087,"
531105,0,"531105,"
531111,0,"531111,"
531113,0,"531113,"
531114,0,"531114,"
531115,0,"531115,"
531116,0,"531116,"
531117,0,"531117,"
531118,0,"531118,"
531126,0,"531126,"
531127,0,"531127,"
531133,0,"531133,"
531149,0,"531149,"
531151,0,"531151,"
531162,0,"531162,"
531163,0,"531163,"
531173,0,"531173,"
531219,0,"531219,"
532001,0,"532001,"
532005,0,"532005,"
532122,0,"532122,"
532123,0,"532123,"
532127,0,"532127,"
532148,0,"532148,"
532168,0,"532168,"
532185,0,"532185,"
532186,0,"532186,"
532190,0,"532190,"
532195,0,"532195,"
532201,0,"532201,"
532203,0,"532203,"
532211,0,"532211,"
532212,0,"532212,"
532213,0,"532213,"
532214,0,"532214,"
532215,0,"532215,"
532216,0,"532216,"
532218,0,"532218,"
532219,0,"532219,"
532220,0,"532220,"
532221,0,"532221,"
532222,0,"532222,"
532242,0,"532242,"
532243,0,"532243,"
532263,0,"532263,"
532264,0,"532264,"
532284,0,"532284,"
532290,0,"532290,"
532291,0,"532291,"
532292,0,"532292,"
532312,0,"532312,"
532322,0,"532322,"
532401,0,"532401,"
532402,0,"532402,"
532403,0,"532403,"
532404,0,"532404,"
532405,0,"532405,"
532406,0,"532406,"
532407,0,"532407,"
532408,0,"532408,"
532409,0,"532409,"
532410,0,"532410,"
532421,0,"532421,"
532425,0,"532425,"
532426,0,"532426,"
532427,0,"532427,"
532428,0,"532428,"
532429,0,"532429,"
532430,0,"532430,"
532432,0,"532432,"
532440,0,"532440,"
532443,0,"532443,"
532445,0,"532445,"
532455,0,"532455,"
532456,0,"532456,"
532457,0,"532457,"
532458,0,"532458,"
532459,0,"532459,"
532460,0,"532460,"
532461,0,"532461,"
532462,0,"532462,"
532474,0,"532474,"
532484,0,"532484,"
533001,0,"533001,"
533002,0,"533002,"
533003,0,"533003,"
533004,0,"533004,"
533005,0,"533005,"
533006,0,"533006,"
533016,0,"533016,"
533101,0,"533101,"
533102,0,"533102,"
533103,0,"533103,"
533104,0,"533104,"
533105,0,"533105,"
533106,0,"533106,"
533107,0,"533107,"
533124,0,"533124,"
533125,0,"533125,"
533126,0,"533126,"
533201,0,"533201,"
533210,0,"533210,"
533211,0,"533211,"
533212,0,"533212,"
533213,0,"533213,"
533214,0,"533214,"
533215,0,"533215,"
533216,0,"533216,"
533217,0,"533217,"
533218,0,"533218,"
533220,0,"533220,"
533221,0,"533221,"
533222,0,"533222,"
533223,0,"533223,"
533228,0,"533228,"
533229,0,"533229,"
533232,0,"533232,"
533233,0,"533233,"
533234,0,"533234,"
533235,0,"533235,"
533236,0,"533236,"
533237,0,"533237,"
533238,0,"533238,"
533239,0,"533239,"
533240,0,"533240,"
533241,0,"533241,"
533242,0,"533242,"
533244,0,"533244,"
533247,0,"533247,"
533248,0,"533248,"
533249,0,"533249,"
533250,0,"533250,"
533251,0,"533251,"
533252,0,"533252,"
533253,0,"533253,"
533254,0,"533254,"
533255,0,"533255,"
533256,0,"533256,"
533260,0,"533260,"
533261,0,"533261,"
533262,0,"533262,"
533263,0,"533263,"
533264,0,"533264,"
533274,0,"533274,"
533284,0,"533284,"
533285,0,"533285,"
533286,0,"533286,"
533287,0,"533287,"
533288,0,"533288,"
533289,0,"533289,"
533290,0,"533290,"
533291,0,"533291,"
533292,0,"533292,"
533293,0,"533293,"
533294,0,"533294,"
533295,0,"533295,"
533296,0,"533296,"
533297,0,"533297,"
533305,0,"533305,"
533306,0,"533306,"
533307,0,"533307,"
533308,0,"533308,"
533309,0,"533309,"
533339,0,"533339,"
533340,0,"533340,"
533341,0,"533341,"
533342,0,"533342,"
533343,0,"533343,"
533344,0,"533344,"
533345,0,"533345,"
533346,0,"533346,"
533347,0,"533347,"
533348,0,"533348,"
533349,0,"533349,"
533350,0,"533350,"
533351,0,"533351,"
533352,0,"533352,"
533401,0,"533401,"
533406,0,"533406,"
533407,0,"533407,"
533408,0,"533408,"
533428,0,"533428,"
533429,0,"533429,"
533430,0,"533430,"
533431,0,"533431,"
533432,0,"533432,"
533433,0,"533433,"
533434,0,"533434,"
533435,0,"533435,"
533436,0,"533436,"
533437,0,"533437,"
533440,0,"533440,"
533444,0,"533444,"
533445,0,"533445,"
533446,0,"533446,"
533447,0,"533447,"
533448,0,"533448,"
533449,0,"533449,"
533450,0,"533450,"
533461,0,"533461,"
533462,0,"533462,"
533463,0,"533463,"
533464,0,"533464,"
533468,0,"533468,"
533483,0,"533483,"
533577,0,"533577,"
534001,0,"534001,"
534002,0,"534002,"
534003,0,"534003,"
534004,0,"534004,"
534005,0,"534005,"
534006,0,"534006,"
534007,0,"534007,"
534101,0,"534101,"
534102,0,"534102,"
534111,0,"534111,"
534112,0,"534112,"
534122,0,"534122,"
534123,0,"534123,"
534124,0,"534124,"
534126,0,"534126,"
534134,0,"534134,"
534145,0,"534145,"
534146,0,"534146,"
534156,0,"534156,"
534165,0,"534165,"
534166,0,"534166,"
534176,0,"534176,"
534186,0,"534186,"
534195,0,"534195,"
534196,0,"534196,"
534197,0,"534197,"
534198,0,"534198,"
534199,0,"534199,"
534201,0,"534201,"
534202,0,"534202,"
534204,0,"534204,"
534206,0,"534206,"
534207,0,"534207,"
534208,0,"534208,"
534209,0,"534209,"
534210,0,"534210,"
534211,0,"534211,"
534215,0,"534215,"
534216,0,"534216,"
534217,0,"534217,"
534218,0,"534218,"
534222,0,"534222,"
534225,0,"534225,"
534227,0,"534227,"
534230,0,"534230,"
534235,0,"534235,"
534236,0,"534236,"
534237,0,"534237,"
534238,0,"534238,"
534239,0,"534239,"
534240,0,"534240,"
534243,0,"534243,"
534244,0,"534244,"
534245,0,"534245,"
534247,0,"534247,"
534250,0,"534250,"
534260,0,"534260,"
534265,0,"534265,"
534266,0,"534266,"
534267,0,"534267,"
534268,0,"534268,"
534269,0,"534269,"
534275,0,"534275,"
534280,0,"534280,"
534281,0,"534281,"
534301,0,"534301,"
534302,0,"534302,"
534305,0,"534305,"
534311,0,"534311,"
534312,0,"534312,"
534313,0,"534313,"
534315,0,"534315,"
534316,0,"534316,"
534318,0,"534318,"
534320,0,"534320,"
534324,0,"534324,"
534326,0,"534326,"
534327,0,"534327,"
534328,0,"534328,"
534329,0,"534329,"
534330,0,"534330,"
534331,0,"534331,"
534338,0,"534338,"
534340,0,"534340,"
534341,0,"534341,"
534342,0,"534342,"
534350,0,"534350,"
534401,0,"534401,"
534406,0,"534406,"
534411,0,"534411,"
534416,0,"534416,"
534425,0,"534425,"
534426,0,"534426,"
534427,0,"534427,"
534432,0,"534432,"
534435,0,"534435,"
534437,0,"534437,"
534442,0,"534442,"
534444,0,"534444,"
534447,0,"534447,"
534448,0,"534448,"
534449,0,"534449,"
534450,0,"534450,"
534451,0,"534451,"
534452,0,"534452,"
534455,0,"534455,"
534456,0,"534456,"
534460,0,"534460,"
534461,0,"534461,"
534462,0,"534462,"
534467,0,"534467,"
534475,0,"534475,"
535001,0,"535001,"
535002,0,"535002,"
535003,0,"535003,"
535004,0,"535004,"
535005,0,"535005,"
535006,0,"535006,"
535101,0,"535101,"
535102,0,"535102,"
535124,0,"535124,"
535125,0,"535125,"
535126,0,"535126,"
535128,0,"535128,"
535145,0,"535145,"
535148,0,"535148,"
535160,0,"535160,"
535161,0,"535161,"
535183,0,"535183,"
535204,0,"535204,"
535213,0,"535213,"
535214,0,"535214,"
535215,0,"535215,"
535216,0,"535216,"
535217,0,"535217,"
535218,0,"535218,"
535220,0,"535220,"
535221,0,"535221,"
535240,0,"535240,"
535250,0,"535250,"
535260,0,"535260,"
535270,0,"535270,"
535273,0,"535273,"
535280,0,"535280,"
535281,0,"535281,"
535463,0,"535463,"
535501,0,"535501,"
535502,0,"535502,"
535521,0,"535521,"
535522,0,"535522,"
535523,0,"535523,"
535524,0,"535524,"
535525,0,"535525,"
535526,0,"535526,"
535527,0,"535527,"
535534,0,"535534,"
535546,0,"535546,"
535547,0,"535547,"
535557,0,"535557,"
535558,0,"535558,"
535559,0,"535559,"
535568,0,"535568,"
535573,0,"535573,"
535578,0,"535578,"
535579,0,"535579,"
535580,0,"535580,"
535581,0,"535581,"
535591,0,"535591,"
535592,0,"535592,"
535593,0,"535593,"
535594,0,"535594,"
560001,0,"560001,"
560002,0,"560002,"
560003,0,"560003,"
560004,0,"560004,"
560005,0,"560005,"
560006,0,"560006,"
560007,0,"560007,"
560008,0,"560008,"
560009,0,"560009,"
560010,0,"560010,"
560011,0,"560011,"
560012,0,"560012,"
560013,0,"560013,"
560015,0,"560015,"
560016,0,"560016,"
560017,0,"560017,"
560018,0,"560018,"
560020,0,"560020,"
560021,0,"560021,"
560022,0,"560022,"
560023,0,"560023,"
560024,0,"560024,"
560025,0,"560025,"
560026,0,"560026,"
560027,0,"560027,"
560029,0,"560029,"
560030,0,"560030,"
560032,0,"560032,"
560033,0,"560033,"
560034,0,"560034,"
560035,0,"560035,"
560036,0,"560036,"
560037,0,"560037,"
560038,0,"560038,"
560040,0,"560040,"
560041,0,"560041,"
560042,0,"560042,"
560043,0,"560043,"
560045,0,"560045,"
560046,0,"560046,"
560047,0,"560047,"
560048,0,"560048,"
560049,0,"560049,"
560050,0,"560050,"
560051,0,"560051,"
560053,0,"560053,"
560054,0,"560054,"
560055,0,"560055,"
560056,0,"560056,"
560057,0,"560057,"
560058,0,"560058,"
560059,0,"560059,"
560060,0,"560060,"
560061,0,"560061,"
560062,0,"560062,"
560063,0,"560063,"
560064,0,"560064,"
560065,0,"560065,"
560066,0,"560066,"
560067,0,"560067,"
560068,0,"560068,"
560070,0,"560070,"
560071,0,"560071,"
560072,0,"560072,"
560073,0,"560073,"
560074,0,"560074,"
560075,0,"560075,"
560076,0,"560076,"
560077,0,"560077,"
560078,0,"560078,"
560079,0,"560079,"
560080,0,"560080,"
560081,0,"560081,"
560082,0,"560082,"
560083,0,"560083,"
560084,0,"560084,"
560085,0,"560085,"
560086,0,"560086,"
560087,0,"560087,"
560088,0,"560088,"
560089,0,"560089,"
560090,0,"560090,"
560091,0,"560091,"
560092,0,"560092,"
560093,0,"560093,"
560094,0,"560094,"
560095,0,"560095,"
560096,0,"560096,"
560097,0,"560097,"
560098,0,"560098,"
560099,0,"560099,"
560100,0,"560100,"
560102,0,"560102,"
560103,0,"560103,"
560104,0,"560104,"
560105,0,"560105,"
560107,0,"560107,"
560108,0,"560108,"
560109,0,"560109,"
560110,0,"560110,"
560111,0,"560111,"
560112,0,"560112,"
560113,0,"560113,"
560114,0,"560114,"
560115,0,"560115,"
560116,0,"560116,"
560117,0,"560117,"
560300,0,"560300,"
560500,0,"560500,"
561101,0,"561101,"
561201,0,"561201,"
561202,0,"561202,"
