Pincode,active,
176086,0,"176086,"
176087,0,"176087,"
176088,0,"176088,"
176089,0,"176089,"
176090,0,"176090,"
176091,0,"176091,"
176092,0,"176092,"
176093,0,"176093,"
176094,0,"176094,"
176095,0,"176095,"
176096,0,"176096,"
176097,0,"176097,"
176098,0,"176098,"
176101,0,"176101,"
176102,0,"176102,"
176103,0,"176103,"
176107,0,"176107,"
176108,0,"176108,"
176109,0,"176109,"
176110,0,"176110,"
176111,0,"176111,"
176115,0,"176115,"
176125,0,"176125,"
176128,0,"176128,"
176200,0,"176200,"
176201,0,"176201,"
176202,0,"176202,"
176203,0,"176203,"
176204,0,"176204,"
176205,0,"176205,"
176206,0,"176206,"
176207,0,"176207,"
176208,0,"176208,"
176209,0,"176209,"
176210,0,"176210,"
176211,0,"176211,"
176213,0,"176213,"
176214,0,"176214,"
176215,0,"176215,"
176216,0,"176216,"
176217,0,"176217,"
176218,0,"176218,"
176219,0,"176219,"
176225,0,"176225,"
176301,0,"176301,"
176302,0,"176302,"
176303,0,"176303,"
176304,0,"176304,"
176305,0,"176305,"
176306,0,"176306,"
176308,0,"176308,"
176309,0,"176309,"
176310,0,"176310,"
176311,0,"176311,"
176312,0,"176312,"
176313,0,"176313,"
176314,0,"176314,"
176315,0,"176315,"
176316,0,"176316,"
176317,0,"176317,"
176318,0,"176318,"
176319,0,"176319,"
176320,0,"176320,"
176321,0,"176321,"
176323,0,"176323,"
176324,0,"176324,"
176325,0,"176325,"
176326,0,"176326,"
176401,0,"176401,"
176402,0,"176402,"
176403,0,"176403,"
176501,0,"176501,"
176502,0,"176502,"
176601,0,"176601,"
177001,0,"177001,"
177005,0,"177005,"
177006,0,"177006,"
177007,0,"177007,"
177020,0,"177020,"
177021,0,"177021,"
177022,0,"177022,"
177023,0,"177023,"
177024,0,"177024,"
177025,0,"177025,"
177026,0,"177026,"
177027,0,"177027,"
177028,0,"177028,"
177029,0,"177029,"
177031,0,"177031,"
177033,0,"177033,"
177034,0,"177034,"
177038,0,"177038,"
177039,0,"177039,"
177040,0,"177040,"
177041,0,"177041,"
177042,0,"177042,"
177043,0,"177043,"
177044,0,"177044,"
177045,0,"177045,"
177048,0,"177048,"
177101,0,"177101,"
177103,0,"177103,"
177104,0,"177104,"
177105,0,"177105,"
177106,0,"177106,"
177107,0,"177107,"
177108,0,"177108,"
177109,0,"177109,"
177110,0,"177110,"
177111,0,"177111,"
177112,0,"177112,"
177113,0,"177113,"
177114,0,"177114,"
177117,0,"177117,"
177118,0,"177118,"
177119,0,"177119,"
177201,0,"177201,"
177202,0,"177202,"
177203,0,"177203,"
177204,0,"177204,"
177205,0,"177205,"
177206,0,"177206,"
177207,0,"177207,"
177208,0,"177208,"
177209,0,"177209,"
177210,0,"177210,"
177211,0,"177211,"
177212,0,"177212,"
177213,0,"177213,"
177219,0,"177219,"
177220,0,"177220,"
177301,0,"177301,"
177401,0,"177401,"
177501,0,"177501,"
177601,0,"177601,"
180001,0,"180001,"
180002,0,"180002,"
180003,0,"180003,"
180004,0,"180004,"
180005,0,"180005,"
180006,0,"180006,"
180007,0,"180007,"
180009,0,"180009,"
180010,0,"180010,"
180011,0,"180011,"
180012,0,"180012,"
180013,0,"180013,"
180015,0,"180015,"
180016,0,"180016,"
180017,0,"180017,"
180018,0,"180018,"
180019,0,"180019,"
180020,0,"180020,"
181101,0,"181101,"
181102,0,"181102,"
181111,0,"181111,"
181121,0,"181121,"
181122,0,"181122,"
181123,0,"181123,"
181124,0,"181124,"
181131,0,"181131,"
181132,0,"181132,"
181133,0,"181133,"
181141,0,"181141,"
181143,0,"181143,"
181145,0,"181145,"
181152,0,"181152,"
181201,0,"181201,"
181202,0,"181202,"
181203,0,"181203,"
181204,0,"181204,"
181205,0,"181205,"
181206,0,"181206,"
181207,0,"181207,"
181221,0,"181221,"
181224,0,"181224,"
182101,0,"182101,"
182104,0,"182104,"
182121,0,"182121,"
182122,0,"182122,"
182124,0,"182124,"
182125,0,"182125,"
182126,0,"182126,"
182127,0,"182127,"
182128,0,"182128,"
182141,0,"182141,"
182142,0,"182142,"
182143,0,"182143,"
182144,0,"182144,"
182145,0,"182145,"
182146,0,"182146,"
182147,0,"182147,"
182148,0,"182148,"
182161,0,"182161,"
182201,0,"182201,"
182202,0,"182202,"
182203,0,"182203,"
182204,0,"182204,"
182205,0,"182205,"
182206,0,"182206,"
182221,0,"182221,"
182222,0,"182222,"
182301,0,"182301,"
182311,0,"182311,"
182312,0,"182312,"
182313,0,"182313,"
182315,0,"182315,"
182320,0,"182320,"
184101,0,"184101,"
184102,0,"184102,"
184104,0,"184104,"
184120,0,"184120,"
184121,0,"184121,"
184141,0,"184141,"
184142,0,"184142,"
184143,0,"184143,"
184144,0,"184144,"
184145,0,"184145,"
184148,0,"184148,"
184151,0,"184151,"
184152,0,"184152,"
184201,0,"184201,"
184202,0,"184202,"
184203,0,"184203,"
184204,0,"184204,"
184205,0,"184205,"
184206,0,"184206,"
184210,0,"184210,"
185101,0,"185101,"
185102,0,"185102,"
185121,0,"185121,"
185131,0,"185131,"
185132,0,"185132,"
185133,0,"185133,"
185135,0,"185135,"
185151,0,"185151,"
185152,0,"185152,"
185153,0,"185153,"
185154,0,"185154,"
185155,0,"185155,"
185156,0,"185156,"
185201,0,"185201,"
185202,0,"185202,"
185203,0,"185203,"
185211,0,"185211,"
185212,0,"185212,"
185233,0,"185233,"
185234,0,"185234,"
190001,0,"190001,"
190002,0,"190002,"
190003,0,"190003,"
190004,0,"190004,"
190005,0,"190005,"
190006,0,"190006,"
190007,0,"190007,"
190008,0,"190008,"
190009,0,"190009,"
190010,0,"190010,"
190011,0,"190011,"
190012,0,"190012,"
190014,0,"190014,"
190015,0,"190015,"
190017,0,"190017,"
190018,0,"190018,"
190019,0,"190019,"
190020,0,"190020,"
190021,0,"190021,"
190023,0,"190023,"
190024,0,"190024,"
190025,0,"190025,"
191101,0,"191101,"
191102,0,"191102,"
191103,0,"191103,"
191111,0,"191111,"
191112,0,"191112,"
191113,0,"191113,"
191121,0,"191121,"
191131,0,"191131,"
191132,0,"191132,"
191201,0,"191201,"
191202,0,"191202,"
192101,0,"192101,"
192121,0,"192121,"
192122,0,"192122,"
192123,0,"192123,"
192124,0,"192124,"
192125,0,"192125,"
192126,0,"192126,"
192129,0,"192129,"
192201,0,"192201,"
192202,0,"192202,"
192210,0,"192210,"
192211,0,"192211,"
192212,0,"192212,"
192221,0,"192221,"
192231,0,"192231,"
192232,0,"192232,"
192233,0,"192233,"
192301,0,"192301,"
192302,0,"192302,"
192303,0,"192303,"
192304,0,"192304,"
192305,0,"192305,"
192306,0,"192306,"
192401,0,"192401,"
193101,0,"193101,"
193103,0,"193103,"
193108,0,"193108,"
193109,0,"193109,"
193121,0,"193121,"
193122,0,"193122,"
193123,0,"193123,"
193201,0,"193201,"
193221,0,"193221,"
193222,0,"193222,"
193223,0,"193223,"
193224,0,"193224,"
193225,0,"193225,"
193301,0,"193301,"
193302,0,"193302,"
193303,0,"193303,"
193306,0,"193306,"
193401,0,"193401,"
193402,0,"193402,"
193403,0,"193403,"
193404,0,"193404,"
193411,0,"193411,"
193501,0,"193501,"
193502,0,"193502,"
193503,0,"193503,"
193504,0,"193504,"
193505,0,"193505,"
194101,0,"194101,"
194102,0,"194102,"
194103,0,"194103,"
194104,0,"194104,"
194105,0,"194105,"
194106,0,"194106,"
194107,0,"194107,"
194109,0,"194109,"
194201,0,"194201,"
194202,0,"194202,"
194301,0,"194301,"
194302,0,"194302,"
194303,0,"194303,"
194401,0,"194401,"
194402,0,"194402,"
194404,0,"194404,"
201001,0,"201001,"
201002,0,"201002,"
201003,0,"201003,"
201004,0,"201004,"
201005,0,"201005,"
201006,0,"201006,"
201007,0,"201007,"
201008,0,"201008,"
201009,0,"201009,"
201010,0,"201010,"
201011,0,"201011,"
201012,0,"201012,"
201013,0,"201013,"
201014,0,"201014,"
201015,0,"201015,"
201016,0,"201016,"
201017,0,"201017,"
201018,0,"201018,"
201019,0,"201019,"
201020,0,"201020,"
201021,0,"201021,"
201102,0,"201102,"
201103,0,"201103,"
201201,0,"201201,"
201204,0,"201204,"
201206,0,"201206,"
201301,0,"201301,"
201303,0,"201303,"
201304,0,"201304,"
201305,0,"201305,"
201306,0,"201306,"
201307,0,"201307,"
201309,0,"201309,"
201310,0,"201310,"
201311,0,"201311,"
201312,0,"201312,"
201313,0,"201313,"
201314,0,"201314,"
201315,0,"201315,"
201316,0,"201316,"
201317,0,"201317,"
201318,0,"201318,"
202001,0,"202001,"
202002,0,"202002,"
202121,0,"202121,"
202122,0,"202122,"
202123,0,"202123,"
202124,0,"202124,"
202125,0,"202125,"
202126,0,"202126,"
202127,0,"202127,"
202128,0,"202128,"
202129,0,"202129,"
202130,0,"202130,"
202131,0,"202131,"
202132,0,"202132,"
202133,0,"202133,"
202134,0,"202134,"
202135,0,"202135,"
202136,0,"202136,"
202137,0,"202137,"
202138,0,"202138,"
202139,0,"202139,"
202140,0,"202140,"
202141,0,"202141,"
202142,0,"202142,"
202143,0,"202143,"
202145,0,"202145,"
202146,0,"202146,"
202150,0,"202150,"
202155,0,"202155,"
202165,0,"202165,"
202170,0,"202170,"
202280,0,"202280,"
202281,0,"202281,"
202282,0,"202282,"
203001,0,"203001,"
203002,0,"203002,"
203129,0,"203129,"
203131,0,"203131,"
203132,0,"203132,"
203135,0,"203135,"
203141,0,"203141,"
203150,0,"203150,"
203155,0,"203155,"
203201,0,"203201,"
203202,0,"203202,"
203203,0,"203203,"
203205,0,"203205,"
203206,0,"203206,"
203207,0,"203207,"
203209,0,"203209,"
203389,0,"203389,"
203390,0,"203390,"
203391,0,"203391,"
203392,0,"203392,"
203393,0,"203393,"
203394,0,"203394,"
203395,0,"203395,"
203396,0,"203396,"
203397,0,"203397,"
203398,0,"203398,"
203399,0,"203399,"
203401,0,"203401,"
203402,0,"203402,"
203403,0,"203403,"
203405,0,"203405,"
203407,0,"203407,"
203408,0,"203408,"
203409,0,"203409,"
203411,0,"203411,"
203412,0,"203412,"
204101,0,"204101,"
204102,0,"204102,"
204211,0,"204211,"
204212,0,"204212,"
204213,0,"204213,"
204214,0,"204214,"
204215,0,"204215,"
204216,0,"204216,"
205001,0,"205001,"
205119,0,"205119,"
205121,0,"205121,"
205247,0,"205247,"
205261,0,"205261,"
205262,0,"205262,"
205263,0,"205263,"
205264,0,"205264,"
205265,0,"205265,"
205267,0,"205267,"
205268,0,"205268,"
205301,0,"205301,"
205303,0,"205303,"
205304,0,"205304,"
206001,0,"206001,"
206002,0,"206002,"
206003,0,"206003,"
206120,0,"206120,"
206121,0,"206121,"
206122,0,"206122,"
206123,0,"206123,"
206124,0,"206124,"
206125,0,"206125,"
206126,0,"206126,"
206127,0,"206127,"
206128,0,"206128,"
206129,0,"206129,"
206130,0,"206130,"
206131,0,"206131,"
206241,0,"206241,"
206242,0,"206242,"
206243,0,"206243,"
206244,0,"206244,"
206245,0,"206245,"
206246,0,"206246,"
206247,0,"206247,"
206248,0,"206248,"
206249,0,"206249,"
206250,0,"206250,"
206251,0,"206251,"
206252,0,"206252,"
206253,0,"206253,"
206255,0,"206255,"
207001,0,"207001,"
207002,0,"207002,"
207003,0,"207003,"
207120,0,"207120,"
207121,0,"207121,"
207122,0,"207122,"
207123,0,"207123,"
207124,0,"207124,"
207125,0,"207125,"
207241,0,"207241,"
207242,0,"207242,"
207243,0,"207243,"
207244,0,"207244,"
207245,0,"207245,"
207246,0,"207246,"
207247,0,"207247,"
207248,0,"207248,"
207249,0,"207249,"
207250,0,"207250,"
207301,0,"207301,"
207302,0,"207302,"
207401,0,"207401,"
207402,0,"207402,"
207403,0,"207403,"
208001,0,"208001,"
208002,0,"208002,"
208003,0,"208003,"
208004,0,"208004,"
208005,0,"208005,"
208006,0,"208006,"
208007,0,"208007,"
208008,0,"208008,"
208009,0,"208009,"
208010,0,"208010,"
208011,0,"208011,"
208012,0,"208012,"
208013,0,"208013,"
208014,0,"208014,"
208015,0,"208015,"
208016,0,"208016,"
208017,0,"208017,"
208019,0,"208019,"
208020,0,"208020,"
208021,0,"208021,"
208022,0,"208022,"
208023,0,"208023,"
208024,0,"208024,"
208025,0,"208025,"
208026,0,"208026,"
208027,0,"208027,"
209101,0,"209101,"
209111,0,"209111,"
209112,0,"209112,"
209115,0,"209115,"
209121,0,"209121,"
209125,0,"209125,"
209202,0,"209202,"
209203,0,"209203,"
209204,0,"209204,"
209205,0,"209205,"
209206,0,"209206,"
209208,0,"209208,"
209209,0,"209209,"
209210,0,"209210,"
209214,0,"209214,"
209217,0,"209217,"
209301,0,"209301,"
209302,0,"209302,"
209303,0,"209303,"
209304,0,"209304,"
209305,0,"209305,"
209306,0,"209306,"
209307,0,"209307,"
209308,0,"209308,"
209310,0,"209310,"
209311,0,"209311,"
209312,0,"209312,"
209401,0,"209401,"
209402,0,"209402,"
209501,0,"209501,"
209502,0,"209502,"
209503,0,"209503,"
209504,0,"209504,"
209505,0,"209505,"
209601,0,"209601,"
209602,0,"209602,"
209621,0,"209621,"
209622,0,"209622,"
209625,0,"209625,"
209651,0,"209651,"
209652,0,"209652,"
209720,0,"209720,"
209721,0,"209721,"
209722,0,"209722,"
209723,0,"209723,"
209724,0,"209724,"
209725,0,"209725,"
209726,0,"209726,"
209727,0,"209727,"
209728,0,"209728,"
209729,0,"209729,"
209731,0,"209731,"
209732,0,"209732,"
209733,0,"209733,"
209734,0,"209734,"
209735,0,"209735,"
209736,0,"209736,"
209738,0,"209738,"
209739,0,"209739,"
209743,0,"209743,"
209745,0,"209745,"
209747,0,"209747,"
209749,0,"209749,"
209801,0,"209801,"
209821,0,"209821,"
209825,0,"209825,"
209827,0,"209827,"
209831,0,"209831,"
209841,0,"209841,"
209859,0,"209859,"
209860,0,"209860,"
209861,0,"209861,"
209862,0,"209862,"
209863,0,"209863,"
209864,0,"209864,"
209865,0,"209865,"
209866,0,"209866,"
209867,0,"209867,"
209868,0,"209868,"
209869,0,"209869,"
209870,0,"209870,"
209871,0,"209871,"
209881,0,"209881,"
210001,0,"210001,"
210120,0,"210120,"
210121,0,"210121,"
210122,0,"210122,"
210123,0,"210123,"
210125,0,"210125,"
210126,0,"210126,"
210128,0,"210128,"
210129,0,"210129,"
210201,0,"210201,"
210202,0,"210202,"
210203,0,"210203,"
210204,0,"210204,"
210205,0,"210205,"
210206,0,"210206,"
210207,0,"210207,"
210208,0,"210208,"
210209,0,"210209,"
210301,0,"210301,"
210341,0,"210341,"
210421,0,"210421,"
210422,0,"210422,"
210423,0,"210423,"
210424,0,"210424,"
210425,0,"210425,"
210426,0,"210426,"
210427,0,"210427,"
210428,0,"210428,"
210429,0,"210429,"
210430,0,"210430,"
210431,0,"210431,"
210432,0,"210432,"
210433,0,"210433,"
210501,0,"210501,"
210502,0,"210502,"
210504,0,"210504,"
210505,0,"210505,"
210506,0,"210506,"
210507,0,"210507,"
211001,0,"211001,"
211002,0,"211002,"
211003,0,"211003,"
211004,0,"211004,"
211005,0,"211005,"
211006,0,"211006,"
211007,0,"211007,"
211008,0,"211008,"
211010,0,"211010,"
211011,0,"211011,"
211012,0,"211012,"
211013,0,"211013,"
211014,0,"211014,"
211015,0,"211015,"
211016,0,"211016,"
211017,0,"211017,"
211018,0,"211018,"
211019,0,"211019,"
211020,0,"211020,"
211021,0,"211021,"
211022,0,"211022,"
212104,0,"212104,"
212105,0,"212105,"
212106,0,"212106,"
212107,0,"212107,"
212108,0,"212108,"
212109,0,"212109,"
212111,0,"212111,"
212201,0,"212201,"
212202,0,"212202,"
212203,0,"212203,"
212204,0,"212204,"
212205,0,"212205,"
212206,0,"212206,"
212207,0,"212207,"
212208,0,"212208,"
212212,0,"212212,"
212213,0,"212213,"
212214,0,"212214,"
212216,0,"212216,"
212217,0,"212217,"
212218,0,"212218,"
212301,0,"212301,"
212302,0,"212302,"
212303,0,"212303,"
212305,0,"212305,"
212306,0,"212306,"
212307,0,"212307,"
212401,0,"212401,"
212402,0,"212402,"
212404,0,"212404,"
212405,0,"212405,"
212502,0,"212502,"
212503,0,"212503,"
212507,0,"212507,"
212601,0,"212601,"
212620,0,"212620,"
212621,0,"212621,"
212622,0,"212622,"
212631,0,"212631,"
212635,0,"212635,"
212641,0,"212641,"
212645,0,"212645,"
212650,0,"212650,"
212651,0,"212651,"
212652,0,"212652,"
212653,0,"212653,"
212654,0,"212654,"
212655,0,"212655,"
212656,0,"212656,"
212657,0,"212657,"
212658,0,"212658,"
212659,0,"212659,"
212661,0,"212661,"
212663,0,"212663,"
212664,0,"212664,"
212665,0,"212665,"
221001,0,"221001,"
221002,0,"221002,"
221003,0,"221003,"
221004,0,"221004,"
221005,0,"221005,"
221006,0,"221006,"
221007,0,"221007,"
221008,0,"221008,"
221009,0,"221009,"
221010,0,"221010,"
221011,0,"221011,"
221012,0,"221012,"
221101,0,"221101,"
221103,0,"221103,"
221104,0,"221104,"
221105,0,"221105,"
221106,0,"221106,"
221107,0,"221107,"
221108,0,"221108,"
221109,0,"221109,"
221110,0,"221110,"
221112,0,"221112,"
221115,0,"221115,"
221116,0,"221116,"
221201,0,"221201,"
221202,0,"221202,"
221204,0,"221204,"
221206,0,"221206,"
221207,0,"221207,"
221208,0,"221208,"
221301,0,"221301,"
221302,0,"221302,"
221303,0,"221303,"
221304,0,"221304,"
221305,0,"221305,"
221306,0,"221306,"
221307,0,"221307,"
221308,0,"221308,"
221309,0,"221309,"
221310,0,"221310,"
221311,0,"221311,"
221313,0,"221313,"
221314,0,"221314,"
221401,0,"221401,"
221402,0,"221402,"
221403,0,"221403,"
221404,0,"221404,"
221405,0,"221405,"
221406,0,"221406,"
221409,0,"221409,"
221502,0,"221502,"
221503,0,"221503,"
221505,0,"221505,"
221507,0,"221507,"
221508,0,"221508,"
221601,0,"221601,"
221602,0,"221602,"
221603,0,"221603,"
221701,0,"221701,"
221705,0,"221705,"
221706,0,"221706,"
221709,0,"221709,"
221711,0,"221711,"
221712,0,"221712,"
221713,0,"221713,"
221715,0,"221715,"
221716,0,"221716,"
221717,0,"221717,"
221718,0,"221718,"
222001,0,"222001,"
222002,0,"222002,"
222003,0,"222003,"
222101,0,"222101,"
222105,0,"222105,"
222109,0,"222109,"
222125,0,"222125,"
222126,0,"222126,"
222127,0,"222127,"
222128,0,"222128,"
222129,0,"222129,"
222131,0,"222131,"
222132,0,"222132,"
222133,0,"222133,"
222135,0,"222135,"
222136,0,"222136,"
222137,0,"222137,"
222138,0,"222138,"
222139,0,"222139,"
222141,0,"222141,"
222142,0,"222142,"
222143,0,"222143,"
222144,0,"222144,"
222145,0,"222145,"
222146,0,"222146,"
222148,0,"222148,"
222149,0,"222149,"
222161,0,"222161,"
222162,0,"222162,"
222165,0,"222165,"
222170,0,"222170,"
222175,0,"222175,"
222180,0,"222180,"
222181,0,"222181,"
222201,0,"222201,"
222202,0,"222202,"
222203,0,"222203,"
222204,0,"222204,"
222301,0,"222301,"
222302,0,"222302,"
222303,0,"222303,"
223101,0,"223101,"
223102,0,"223102,"
223103,0,"223103,"
223104,0,"223104,"
223105,0,"223105,"
223221,0,"223221,"
223222,0,"223222,"
223223,0,"223223,"
223224,0,"223224,"
223225,0,"223225,"
223226,0,"223226,"
223227,0,"223227,"
224001,0,"224001,"
224116,0,"224116,"
224117,0,"224117,"
224118,0,"224118,"
224119,0,"224119,"
224120,0,"224120,"
224121,0,"224121,"
224122,0,"224122,"
224123,0,"224123,"
224125,0,"224125,"
224126,0,"224126,"
224127,0,"224127,"
224129,0,"224129,"
224132,0,"224132,"
224133,0,"224133,"
224135,0,"224135,"
224137,0,"224137,"
224139,0,"224139,"
224141,0,"224141,"
224143,0,"224143,"
224145,0,"224145,"
224146,0,"224146,"
224147,0,"224147,"
224149,0,"224149,"
224151,0,"224151,"
224152,0,"224152,"
224153,0,"224153,"
224155,0,"224155,"
224157,0,"224157,"
224158,0,"224158,"
224159,0,"224159,"
224161,0,"224161,"
224164,0,"224164,"
224168,0,"224168,"
224171,0,"224171,"
224172,0,"224172,"
224176,0,"224176,"
224181,0,"224181,"
224182,0,"224182,"
224183,0,"224183,"
224186,0,"224186,"
224188,0,"224188,"
224189,0,"224189,"
224190,0,"224190,"
224195,0,"224195,"
224201,0,"224201,"
224202,0,"224202,"
224203,0,"224203,"
224204,0,"224204,"
224205,0,"224205,"
224206,0,"224206,"
224207,0,"224207,"
224208,0,"224208,"
224209,0,"224209,"
224210,0,"224210,"
224225,0,"224225,"
224227,0,"224227,"
224228,0,"224228,"
224229,0,"224229,"
224230,0,"224230,"
224231,0,"224231,"
224232,0,"224232,"
224234,0,"224234,"
224235,0,"224235,"
224238,0,"224238,"
224284,0,"224284,"
225001,0,"225001,"
225002,0,"225002,"
225003,0,"225003,"
225119,0,"225119,"
225120,0,"225120,"
225121,0,"225121,"
225122,0,"225122,"
225123,0,"225123,"
225124,0,"225124,"
225125,0,"225125,"
225126,0,"225126,"
225201,0,"225201,"
225202,0,"225202,"
225203,0,"225203,"
225204,0,"225204,"
225205,0,"225205,"
225206,0,"225206,"
225207,0,"225207,"
225208,0,"225208,"
225301,0,"225301,"
225302,0,"225302,"
225303,0,"225303,"
225304,0,"225304,"
225305,0,"225305,"
225306,0,"225306,"
225401,0,"225401,"
225403,0,"225403,"
225404,0,"225404,"
225405,0,"225405,"
225409,0,"225409,"
225412,0,"225412,"
225413,0,"225413,"
225414,0,"225414,"
225415,0,"225415,"
225416,0,"225416,"
226001,0,"226001,"
226002,0,"226002,"
226003,0,"226003,"
226004,0,"226004,"
226005,0,"226005,"
226006,0,"226006,"
226007,0,"226007,"
226008,0,"226008,"
226009,0,"226009,"
226010,0,"226010,"
226011,0,"226011,"
226012,0,"226012,"
226013,0,"226013,"
226014,0,"226014,"
226015,0,"226015,"
226016,0,"226016,"
226017,0,"226017,"
226018,0,"226018,"
226019,0,"226019,"
226020,0,"226020,"
226021,0,"226021,"
226022,0,"226022,"
226023,0,"226023,"
226024,0,"226024,"
226025,0,"226025,"
226026,0,"226026,"
226027,0,"226027,"
226028,0,"226028,"
226029,0,"226029,"
226030,0,"226030,"
226031,0,"226031,"
226101,0,"226101,"
226102,0,"226102,"
226103,0,"226103,"
226104,0,"226104,"
226201,0,"226201,"
226202,0,"226202,"
226203,0,"226203,"
226301,0,"226301,"
226302,0,"226302,"
226303,0,"226303,"
226401,0,"226401,"
226501,0,"226501,"
227304,0,"227304,"
227405,0,"227405,"
227406,0,"227406,"
227407,0,"227407,"
227408,0,"227408,"
227409,0,"227409,"
227411,0,"227411,"
227412,0,"227412,"
227413,0,"227413,"
227801,0,"227801,"
227805,0,"227805,"
227806,0,"227806,"
227807,0,"227807,"
227808,0,"227808,"
227809,0,"227809,"
227811,0,"227811,"
227812,0,"227812,"
227813,0,"227813,"
227814,0,"227814,"
227815,0,"227815,"
227816,0,"227816,"
227817,0,"227817,"
228001,0,"228001,"
228118,0,"228118,"
228119,0,"228119,"
228120,0,"228120,"
228121,0,"228121,"
228125,0,"228125,"
228131,0,"228131,"
228132,0,"228132,"
228133,0,"228133,"
228141,0,"228141,"
228142,0,"228142,"
228145,0,"228145,"
228151,0,"228151,"
228155,0,"228155,"
228159,0,"228159,"
228161,0,"228161,"
228171,0,"228171,"
228172,0,"228172,"
229001,0,"229001,"
229010,0,"229010,"
229103,0,"229103,"
229120,0,"229120,"
229121,0,"229121,"
229122,0,"229122,"
229123,0,"229123,"
229124,0,"229124,"
229125,0,"229125,"
229126,0,"229126,"
229127,0,"229127,"
229128,0,"229128,"
229129,0,"229129,"
229130,0,"229130,"
229135,0,"229135,"
229201,0,"229201,"
229202,0,"229202,"
229203,0,"229203,"
229204,0,"229204,"
229205,0,"229205,"
229206,0,"229206,"
229207,0,"229207,"
229208,0,"229208,"
229209,0,"229209,"
229210,0,"229210,"
229211,0,"229211,"
229212,0,"229212,"
229215,0,"229215,"
229216,0,"229216,"
229301,0,"229301,"
229302,0,"229302,"
229303,0,"229303,"
229304,0,"229304,"
229305,0,"229305,"
229306,0,"229306,"
229307,0,"229307,"
229308,0,"229308,"
229309,0,"229309,"
229310,0,"229310,"
229311,0,"229311,"
